ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,6118.6849478051345,0.0,6118.6849478051345
40,2,battery,15779.349690829753,0.0,15779.349690829753
54,3,battery,8839.670096590127,0.0,8839.670096590127
