CES_Share_Required,CES_Share_Actual,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
0.6,0.6,9764.97006603128,81.86708396872557,225.13188438645585,5688.592797849517,19.136094580038172,15779.697926816118
