Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
13964.298946559478,637.6251124563879,253.4765409,3326.074558858031,3.7454440499999997,3866.346314190541,22051.566917014392
