CES_Share_Required,CES_Share_Actual,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
0.4,0.4,5857.257739635889,0.0,152.32915274018552,8257.762069433318,23.62784277224812,14290.97680458167
