Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
8773.159732274331,9.456128706956768,161.89697992495272,6334.1119138266085,86.95030077047582,3911.230675515163,19276.805731018376
