ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,6507.88368478261,0.0,6507.88368478261
40,2,battery,0.0,0.0,0.0
54,3,battery,697.8414094173884,0.0,697.8414094173884
