Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
8587.775562722916,19.293885804050397,66.61386315087678,6785.524036533871,39.2175481016101,4211.459706274893,19709.88460258836
