ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,1747.424397752563,0.0,1747.424397752563
40,2,battery,0.0,0.0,0.0
54,3,battery,589.0113310152253,0.0,589.0113310152253
