CES_Share_Required,CES_Share_Actual,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
0.8,0.8,12158.878173405197,6.21815192823028,218.98469858241694,6847.8509071086655,14.593336700023578,19246.525267725556
