Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
17380.534199062942,770.6117595288777,253.4765409,4184.015729359341,3.7454440499999997,856.34836908142,23448.732041982374
