ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,4325.031336659896,0.0,4325.031336659896
40,2,battery,0.0,0.0,0.0
54,3,battery,1308.72109175978,0.0,1308.72109175978
