Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
8630.425929945639,15.017449013984663,164.80180493681794,6368.762109444582,25.475061890645705,3935.1727446901673,19139.65509992237
