Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,603.0,0.0,0.0,0.0
1.0,2.0,603.0,0.0,0.0,0.0
1.0,3.0,603.0,1248.0831100000005,1248.0831100000005,0.00027441864197828516
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,5842.349999999999,23250.094362596516,0.005112046841857123
2.0,3.0,603.0,369.0,369.0,8.11328012362792e-5
