Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
8683.070552226462,25.741114153035536,172.8885186109913,6426.022228091292,17.88834538664288,3965.887587763445,19291.498346232245
