Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
5186.520689370691,0.0,132.3529610787636,8884.402280893617,24.613049048732904,14227.888980391823
