Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
5191.474138379289,0.0,119.71976551163098,8821.28119930309,29.4626910439348,14161.937794238793
