Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
4995.365586656057,0.0,37.1026030494645,9407.408963119165,34.77867410762792,14474.655826931823
