Scenario,idx,R_ID,Resource,Zone,Total_MW,Start_MW,New_MW,Retired_MW,GWh_yr,CF_realized,Pct_demand
bat_optimistic,1,1,biomass,CA_N,36.72,36.72,0.0,0.0,136.93537661537945,0.4257051282051121,0.015184637365867615
bat_optimistic,2,2,biomass,CA_N,0.0,33.06,0.0,33.06,0.0,0.0,0.0
bat_optimistic,3,3,conventional_hydroelectric,CA_N,0.0,6607.44,0.0,6607.44,0.0,0.0,0.0
bat_optimistic,4,4,geothermal,CA_N,542.55,542.55,0.0,0.0,4432.299852860839,0.9325782007888588,0.49149363463262524
bat_optimistic,5,5,geothermal,CA_N,100.32,100.32,0.0,0.0,820.1020611566041,0.933203316916238,0.09094035967521491
bat_optimistic,6,6,hydroelectric_pumped_storage,CA_N,264.24598987500013,615.15,0.0,350.90401012499984,573.051595071651,0.2475604219515937,0.0635451617994655
bat_optimistic,7,7,hydroelectric_pumped_storage,CA_N,505.08075225000016,1175.8,0.0,670.7192477499998,1026.8514568298708,0.23208266285598278,0.11386660909671203
bat_optimistic,8,8,onshore_wind_turbine,CA_N,1327.6,1327.6,0.0,0.0,1356.1379132409738,0.11660911725565254,0.15038087994242866
bat_optimistic,9,9,small_hydroelectric,CA_N,231.4,231.4,0.0,0.0,677.8057965539869,0.33437809391020057,0.07516125839463601
bat_optimistic,10,10,small_hydroelectric,CA_N,1.95,1.95,0.0,0.0,4.573580357142803,0.2677426739926708,0.0005071600991899482
bat_optimistic,11,11,solar_photovoltaic,CA_N,2787.1,2787.1,0.0,0.0,3559.186439152495,0.14577870252989167,0.3946748950626861
bat_optimistic,12,12,biomass,CA_S,0.0,67.2,0.0,67.2,0.0,0.0,0.0
bat_optimistic,13,13,biomass,CA_S,0.0,38.1,0.0,38.1,0.0,0.0,0.0
bat_optimistic,14,14,conventional_hydroelectric,CA_S,0.0,1396.0,0.0,1396.0,0.0,0.0,0.0
bat_optimistic,15,15,geothermal,CA_S,535.15,535.15,0.0,0.0,4426.4106179590135,0.9442175385382524,0.49084058281682
bat_optimistic,16,16,geothermal,CA_S,73.02,73.02,0.0,0.0,637.0560882057737,0.9959366987179559,0.07064256089420508
bat_optimistic,17,17,hydroelectric_pumped_storage,CA_S,1623.0,1623.0,0.0,0.0,2725.308052522891,0.19168713812313373,0.3022068913869787
bat_optimistic,18,18,hydroelectric_pumped_storage,CA_S,42.0,42.0,0.0,0.0,100.14899778323253,0.2722031903218975,0.011105429812814859
bat_optimistic,19,19,onshore_wind_turbine,CA_S,4735.6,4735.6,0.0,0.0,9684.791758967442,0.23345929459805864,1.0739376080800673
bat_optimistic,20,20,small_hydroelectric,CA_S,126.44,126.44,0.0,0.0,577.5636334160015,0.5214482886968619,0.06404549756173013
bat_optimistic,21,21,small_hydroelectric,CA_S,7.0,7.0,0.0,0.0,16.44658413461538,0.2682091346153846,0.0018237465157949406
bat_optimistic,22,22,solar_photovoltaic,CA_S,9520.0,9520.0,0.0,0.0,13930.933051816315,0.16704718079477374,1.5447882920289293
bat_optimistic,23,23,biomass,WECC_N,6.24,6.24,0.0,0.0,20.572997657142867,0.37636469780219795,0.0022813206979376945
bat_optimistic,24,24,biomass,WECC_N,0.0,13.8,0.0,13.8,0.0,0.0,0.0
bat_optimistic,25,25,conventional_hydroelectric,WECC_N,0.0,4648.1,0.0,4648.1,0.0,0.0,0.0
bat_optimistic,26,26,geothermal,WECC_N,165.24,165.24,0.0,0.0,703.8161972006872,0.4862280001751203,0.07804552768518189
bat_optimistic,27,27,geothermal,WECC_N,215.16,215.16,0.0,0.0,1831.4751970295117,0.9717071531717247,0.20309059206509425
bat_optimistic,28,28,onshore_wind_turbine,WECC_N,3893.9,3893.9,0.0,0.0,4623.124469663778,0.135533510078103,0.5126540000418648
bat_optimistic,29,29,solar_photovoltaic,WECC_N,1185.7,1185.7,0.0,0.0,1356.6852532296348,0.1306171424495823,0.15044157396795427
bat_optimistic,30,30,biomass,WECC_NMAZ,0.0,3.54,0.0,3.54,0.0,0.0,0.0
