CES_Share_Required,CES_Share_Actual,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
1.0,1.0,18669.164598362186,0.0,253.4765409,9180.288620476855,403.1033208872866,28506.03308062659
