Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,CO2_Costs,Total_Costs
16751.595107713616,727.5058719354864,253.4765409,4105.465384058442,3.7454440499999997,1336.2801392314534,23178.068487888817
